episode_id,status,peak_index,trough_index,end_index,recovery_index,peak_time,trough_time,recovery_time,end_time,peak_value,trough_value,recovery_value,end_value,depth_money,depth_percent,duration_days,duration_periods,depth_percentile,depth_tail_rarity_percent,depth_ordinal_rank,duration_percentile,duration_tail_rarity_percent,duration_ordinal_rank
17,completed,66,70,71,71,2021-06-28T21:00:00,2021-07-10T09:00:00,2021-07-11T21:00:00,2021-07-11T21:00:00,103378.3,103162.04000000001,103477.76000000001,103477.76000000001,216.25999999999476,0.2091928383422776,13.0,5,63.07692307692307,36.92307692307693,41.0,66.15384615384615,32.30769230769231,43.0
18,completed,72,74,75,75,2021-07-13T15:00:00,2021-07-18T03:00:00,2021-07-29T03:00:00,2021-07-29T03:00:00,103595.26000000001,103467.65000000001,103651.445,103651.445,127.61000000000058,0.12318131157738355,15.5,3,30.76923076923077,69.23076923076923,20.0,84.61538461538461,15.384615384615385,55.0
19,completed,78,81,83,83,2021-07-31T21:00:00,2021-08-06T09:00:00,2021-08-21T21:00:00,2021-08-21T21:00:00,104105.0,103860.35500000001,104165.035,104165.035,244.64499999998952,0.2349983190048408,21.0,5,72.3076923076923,27.692307692307693,47.0,92.3076923076923,7.6923076923076925,60.0
20,completed,84,88,89,89,2021-08-23T03:00:00,2021-09-01T09:00:00,2021-09-05T03:00:00,2021-09-05T03:00:00,104317.5,103962.76000000001,104354.83,104354.83,354.7399999999907,0.3400579960217516,13.0,5,87.6923076923077,12.307692307692308,57.0,66.15384615384615,32.30769230769231,43.0
21,completed,89,90,91,91,2021-09-05T03:00:00,2021-09-06T09:00:00,2021-09-08T21:00:00,2021-09-08T21:00:00,104354.83,104242.70999999999,104412.70999999999,104412.70999999999,112.1200000000099,0.10744112179571362,3.75,2,20.0,80.0,13.0,18.461538461538463,76.92307692307693,12.0
22,completed,91,94,95,95,2021-09-08T21:00:00,2021-09-13T09:00:00,2021-09-15T21:00:00,2021-09-15T21:00:00,104412.70999999999,104199.01000000001,104591.88500000001,104591.88500000001,213.69999999998254,0.204668569563976,7.0,4,58.46153846153847,41.53846153846154,38.0,32.30769230769231,67.6923076923077,21.0
23,completed,96,98,99,99,2021-09-17T15:00:00,2021-09-23T03:00:00,2021-09-28T03:00:00,2021-09-28T03:00:00,104761.88500000001,104548.845,104777.12,104777.12,213.04000000000815,0.2033564019967836,10.5,3,56.92307692307692,43.07692307692308,37.0,56.15384615384615,43.07692307692308,36.5
24,completed,102,105,107,107,2021-10-03T15:00:00,2021-10-10T09:00:00,2021-10-23T21:00:00,2021-10-23T21:00:00,105380.0,104995.36000000002,105459.96,105459.96,384.63999999998487,0.36500284683999323,20.25,5,89.23076923076924,10.76923076923077,58.0,90.76923076923077,9.230769230769232,59.0
25,completed,108,114,115,115,2021-10-24T03:00:00,2021-11-08T03:00:00,2021-11-15T03:00:00,2021-11-15T03:00:00,105720.0,105501.3,105792.91,105792.91,218.6999999999971,0.20686719636776116,22.0,7,61.53846153846154,38.46153846153847,40.0,96.92307692307692,3.076923076923077,63.0
26,completed,116,117,118,118,2021-11-18T21:00:00,2021-11-22T15:00:00,2021-11-26T21:00:00,2021-11-26T21:00:00,106015.41,105911.26000000001,106203.35,106203.35,104.14999999999418,0.09824043504618261,8.0,2,12.307692307692308,87.6923076923077,8.0,40.0,58.46153846153847,26.0
27,completed,118,119,120,120,2021-11-26T21:00:00,2021-11-27T09:00:00,2021-11-28T15:00:00,2021-11-28T15:00:00,106203.35,106129.29000000001,106351.79000000001,106351.79000000001,74.05999999999767,0.0697341468042182,1.75,2,9.230769230769232,90.76923076923077,6.0,3.076923076923077,95.38461538461539,2.0
28,completed,120,122,124,124,2021-11-28T15:00:00,2021-12-02T09:00:00,2021-12-06T15:00:00,2021-12-06T15:00:00,106351.79000000001,106066.595,106438.035,106438.035,285.195000000007,0.2681619181021842,8.0,4,83.07692307692308,16.923076923076923,54.0,40.0,58.46153846153847,26.0
29,completed,125,128,129,129,2021-12-08T03:00:00,2021-12-12T15:00:00,2021-12-19T03:00:00,2021-12-19T03:00:00,106700.0,106421.075,106714.295,106714.295,278.9250000000029,0.2614104967197778,11.0,4,80.0,20.0,52.0,58.46153846153847,41.53846153846154,38.0
30,completed,129,130,131,131,2021-12-19T03:00:00,2021-12-20T09:00:00,2021-12-21T21:00:00,2021-12-21T21:00:00,106714.295,106601.215,106728.715,106728.715,113.08000000000175,0.10596518488924257,2.75,2,18.461538461538463,81.53846153846153,12.0,10.0,89.23076923076924,6.5
31,completed,131,133,134,134,2021-12-21T21:00:00,2021-12-29T09:00:00,2021-12-31T03:00:00,2021-12-31T03:00:00,106728.715,106458.465,106752.25,106752.25,270.25,0.253212080741345,9.25,3,76.92307692307693,23.076923076923077,50.0,48.46153846153846,49.23076923076923,31.5
32,completed,135,137,138,138,2022-01-03T21:00:00,2022-01-11T09:00:00,2022-01-14T03:00:00,2022-01-14T03:00:00,106879.75,106671.19,106996.44,106996.44,208.55999999999767,0.195135186974144,10.25,3,53.84615384615385,46.15384615384615,35.0,53.07692307692308,46.15384615384615,34.5
33,completed,139,143,144,144,2022-01-17T21:00:00,2022-01-30T03:00:00,2022-02-01T21:00:00,2022-02-01T21:00:00,107141.44,106958.28499999999,107146.64499999999,107146.64499999999,183.1550000000134,0.17094692772470987,15.0,5,49.23076923076923,50.76923076923077,32.0,81.53846153846153,16.923076923076923,53.0
34,completed,146,147,148,148,2022-02-05T21:00:00,2022-02-07T09:00:00,2022-02-07T15:00:00,2022-02-07T15:00:00,107635.0,107494.745,107639.745,107639.745,140.25500000000466,0.1303061271891157,1.75,2,33.84615384615385,66.15384615384615,22.0,3.076923076923077,95.38461538461539,2.0
35,completed,148,149,150,150,2022-02-07T15:00:00,2022-02-09T09:00:00,2022-02-12T03:00:00,2022-02-12T03:00:00,107639.745,107518.61499999999,107707.245,107707.245,121.13000000000466,0.11253278238442933,4.5,2,23.076923076923077,76.92307692307693,15.0,24.615384615384617,75.38461538461539,16.0
36,completed,153,157,159,159,2022-02-17T21:00:00,2022-02-25T09:00:00,2022-03-04T21:00:00,2022-03-04T21:00:00,108270.0,107969.525,108370.095,108370.095,300.4750000000058,0.27752378313476106,15.0,6,84.61538461538461,15.384615384615385,55.0,81.53846153846153,16.923076923076923,53.0
37,completed,159,160,161,161,2022-03-04T21:00:00,2022-03-06T15:00:00,2022-03-10T03:00:00,2022-03-10T03:00:00,108370.095,108297.98,108487.885,108487.885,72.11500000000524,0.06654511099211016,5.25,2,7.6923076923076925,92.3076923076923,5.0,26.923076923076923,72.3076923076923,17.5
38,completed,161,162,163,163,2022-03-10T03:00:00,2022-03-12T09:00:00,2022-03-13T21:00:00,2022-03-13T21:00:00,108487.885,108436.59999999999,108634.09999999999,108634.09999999999,51.28500000000349,0.04727255951206302,3.75,2,1.5384615384615385,98.46153846153847,1.0,18.461538461538463,76.92307692307693,12.0
39,completed,163,167,169,169,2022-03-13T21:00:00,2022-03-25T03:00:00,2022-03-28T15:00:00,2022-03-28T15:00:00,108634.09999999999,108417.61499999999,108805.37499999999,108805.37499999999,216.48500000000058,0.19927904773915428,14.75,6,55.38461538461539,44.61538461538462,36.0,78.46153846153847,21.53846153846154,51.0
40,completed,169,170,171,171,2022-03-28T15:00:00,2022-04-01T09:00:00,2022-04-11T21:00:00,2022-04-11T21:00:00,108805.37499999999,108625.34999999998,108847.47499999998,108847.47499999998,180.02500000000873,0.16545598046053217,14.25,2,46.15384615384615,53.84615384615385,30.0,76.15384615384615,23.076923076923077,49.5
41,completed,172,173,174,174,2022-04-13T15:00:00,2022-04-15T09:00:00,2022-04-19T03:00:00,2022-04-19T03:00:00,109062.47499999998,108862.85499999998,109085.37999999998,109085.37999999998,199.61999999999534,0.18303270671236407,5.5,2,50.76923076923077,49.23076923076923,33.0,29.230769230769234,70.76923076923077,19.0
42,completed,177,180,185,185,2022-04-22T21:00:00,2022-04-28T09:00:00,2022-05-14T03:00:00,2022-05-14T03:00:00,109787.49999999999,109345.54499999998,109944.15,109944.15,441.95500000000175,0.40255493567118467,21.25,8,95.38461538461539,4.615384615384616,62.0,94.61538461538461,4.615384615384616,61.5
43,completed,186,191,192,192,2022-05-17T21:00:00,2022-05-31T03:00:00,2022-05-31T21:00:00,2022-05-31T21:00:00,110064.15,109567.95999999999,110076.23999999999,110076.23999999999,496.1900000000023,0.45081890879092085,14.0,6,96.92307692307692,3.076923076923077,63.0,73.07692307692307,26.153846153846157,47.5
44,completed,193,194,195,195,2022-06-02T15:00:00,2022-06-04T09:00:00,2022-06-14T21:00:00,2022-06-14T21:00:00,110196.23999999999,109941.93,110275.68999999999,110275.68999999999,254.30999999999767,0.2307791989998912,12.25,2,70.76923076923077,29.230769230769234,46.0,60.76923076923077,38.46153846153847,39.5
45,completed,197,201,203,203,2022-06-19T03:00:00,2022-07-02T09:00:00,2022-07-12T21:00:00,2022-07-12T21:00:00,110747.49999999999,110336.12,110795.26499999998,110795.26499999998,411.3799999999901,0.37145759497956177,23.75,6,90.76923076923077,9.230769230769232,59.0,98.46153846153847,1.5384615384615385,64.0
46,completed,203,205,206,206,2022-07-12T21:00:00,2022-07-17T09:00:00,2022-07-22T03:00:00,2022-07-22T03:00:00,110795.26499999998,110500.75499999998,110805.48999999999,110805.48999999999,294.5100000000093,0.2658146085936158,9.25,3,81.53846153846153,18.461538461538463,53.0,48.46153846153846,49.23076923076923,31.5
47,completed,208,209,210,210,2022-07-25T21:00:00,2022-07-27T15:00:00,2022-07-27T21:00:00,2022-07-27T21:00:00,111297.49999999999,111164.68499999998,111337.18499999998,111337.18499999998,132.81500000000233,0.11933331835845579,2.0,2,27.692307692307693,72.3076923076923,18.0,6.153846153846154,93.84615384615384,4.0
48,completed,210,214,215,215,2022-07-27T21:00:00,2022-08-06T09:00:00,2022-08-11T21:00:00,2022-08-11T21:00:00,111337.18499999998,111067.47499999998,111405.11999999998,111405.11999999998,269.7100000000064,0.24224611031795573,15.0,5,75.38461538461539,24.615384615384617,49.0,81.53846153846153,16.923076923076923,53.0
49,completed,216,218,219,219,2022-08-13T15:00:00,2022-08-17T09:00:00,2022-08-27T21:00:00,2022-08-27T21:00:00,111577.61999999998,111405.78999999998,111600.245,111600.245,171.83000000000175,0.15400041692948976,14.25,3,44.61538461538462,55.38461538461539,29.0,76.15384615384615,23.076923076923077,49.5
50,completed,221,222,223,223,2022-08-29T15:00:00,2022-08-31T09:00:00,2022-08-31T21:00:00,2022-08-31T21:00:00,111984.99999999999,111825.31999999998,112015.31999999998,112015.31999999998,159.68000000000757,0.14259052551681706,2.25,2,36.92307692307693,63.07692307692307,24.0,7.6923076923076925,92.3076923076923,5.0
51,completed,223,225,226,226,2022-08-31T21:00:00,2022-09-04T09:00:00,2022-09-17T03:00:00,2022-09-17T03:00:00,112015.31999999998,111855.29999999999,112082.47999999998,112082.47999999998,160.01999999998952,0.14285545941393513,16.25,3,38.46153846153847,61.53846153846154,25.0,86.15384615384616,13.846153846153847,56.0
52,completed,228,229,230,230,2022-09-21T03:00:00,2022-09-23T15:00:00,2022-09-24T21:00:00,2022-09-24T21:00:00,112517.49999999997,112418.40499999997,112625.90499999997,112625.90499999997,99.09500000000116,0.0880707445508487,3.75,2,10.76923076923077,89.23076923076924,7.0,18.461538461538463,76.92307692307693,12.0
53,completed,230,232,233,233,2022-09-24T21:00:00,2022-09-28T15:00:00,2022-10-02T03:00:00,2022-10-02T03:00:00,112625.90499999997,112463.57999999999,112723.74999999997,112723.74999999997,162.32499999998254,0.14412758769839193,7.25,3,40.0,60.0,26.0,34.61538461538461,64.61538461538461,22.5
54,completed,233,234,235,235,2022-10-02T03:00:00,2022-10-03T09:00:00,2022-10-05T21:00:00,2022-10-05T21:00:00,112723.74999999997,112665.97499999998,112890.97499999998,112890.97499999998,57.77499999999418,0.0512536178045835,3.75,2,3.076923076923077,96.92307692307692,2.0,18.461538461538463,76.92307692307693,12.0
55,completed,235,237,238,238,2022-10-05T21:00:00,2022-10-11T03:00:00,2022-10-14T21:00:00,2022-10-14T21:00:00,112890.97499999998,112759.01999999997,113019.56999999998,113019.56999999998,131.95500000000175,0.11688711165795299,9.0,3,24.615384615384617,75.38461538461539,16.0,44.61538461538462,55.38461538461539,29.0
56,completed,238,239,240,240,2022-10-14T21:00:00,2022-10-15T09:00:00,2022-10-16T15:00:00,2022-10-16T15:00:00,113019.56999999998,112955.26499999998,113180.26499999998,113180.26499999998,64.30499999999302,0.05689722585211838,1.75,2,4.615384615384616,95.38461538461539,3.0,3.076923076923077,95.38461538461539,2.0
57,completed,240,242,244,244,2022-10-16T15:00:00,2022-10-18T09:00:00,2022-10-27T03:00:00,2022-10-27T03:00:00,113180.26499999998,112932.65999999997,113394.99999999997,113394.99999999997,247.60500000001048,0.2187704720429931,10.5,4,64.61538461538461,35.38461538461539,42.0,56.15384615384615,43.07692307692308,36.5
58,completed,246,249,253,253,2022-10-29T21:00:00,2022-11-06T09:00:00,2022-11-20T03:00:00,2022-11-20T03:00:00,113879.99999999997,113435.86999999997,113961.63999999998,113961.63999999998,444.13000000000466,0.38999824376537123,21.25,7,92.3076923076923,7.6923076923076925,60.0,94.61538461538461,4.615384615384616,61.5
59,completed,254,258,260,260,2022-11-23T21:00:00,2022-12-12T03:00:00,2022-12-17T21:00:00,2022-12-17T21:00:00,114091.63999999998,113739.53999999998,114184.51499999998,114184.51499999998,352.1000000000058,0.30861156873545326,24.0,6,86.15384615384616,13.846153846153847,56.0,100.0,0.0,65.0
60,completed,260,263,264,264,2022-12-17T21:00:00,2022-12-28T03:00:00,2022-12-30T21:00:00,2022-12-30T21:00:00,114184.51499999998,113921.13999999998,114219.12499999999,114219.12499999999,263.375,0.23065737066011097,13.0,4,69.23076923076923,30.76923076923077,45.0,66.15384615384615,32.30769230769231,43.0
61,completed,267,269,273,273,2023-01-04T15:00:00,2023-01-06T09:00:00,2023-01-17T03:00:00,2023-01-17T03:00:00,114862.49999999999,114084.05999999998,114891.43,114891.43,778.4400000000023,0.6777146588312134,12.5,6,100.0,0.0,65.0,63.07692307692307,36.92307692307693,41.0
62,completed,274,277,278,278,2023-01-19T21:00:00,2023-01-25T09:00:00,2023-02-01T03:00:00,2023-02-01T03:00:00,115073.93,114535.84,115131.42499999999,115131.42499999999,538.0899999999965,0.46760373961330476,12.25,4,98.46153846153847,1.5384615384615385,64.0,60.76923076923077,38.46153846153847,39.5
63,completed,279,280,281,281,2023-02-04T21:00:00,2023-02-08T15:00:00,2023-02-10T03:00:00,2023-02-10T03:00:00,115313.92499999999,115175.905,115511.97999999998,115511.97999999998,138.01999999998952,0.11969066181728662,5.25,2,29.230769230769234,70.76923076923077,19.0,26.923076923076923,72.3076923076923,17.5
64,completed,281,283,284,284,2023-02-10T03:00:00,2023-02-12T03:00:00,2023-02-13T21:00:00,2023-02-13T21:00:00,115511.97999999998,115343.29,115543.29,115543.29,168.68999999998778,0.14603680068507857,3.75,3,41.53846153846154,58.46153846153847,27.0,18.461538461538463,76.92307692307693,12.0
65,completed,284,287,288,288,2023-02-13T21:00:00,2023-02-26T03:00:00,2023-02-27T21:00:00,2023-02-27T21:00:00,115543.29,115383.845,115720.555,115720.555,159.44499999999243,0.13799589746837954,14.0,4,35.38461538461539,64.61538461538461,23.0,73.07692307692307,26.153846153846157,47.5
